TreeID,species,Plot,tree_plot,height,diam10 cm,wt (stem),Bag Type,Stem Mass (dry),weight leaves,year,Total Mass,Total Branch Mass
6120,B. populifolia,31,N,96,8.6,NA,NA,40.84,NA,2013,40.84,20.11
6123,B. populifolia,31,S,218,24.6,NA,NA,434.57,NA,2013,434.57,377.16
6560,P. serotina,31,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6521,P. serotina,31,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6362,P. grandidentata,31,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6320,P. grandidentata,31,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6122,B. populifolia,31,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6322,P. grandidentata,31,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6522,P. serotina,31,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6524,P. serotina,32,N,10.5,0.7,NA,NA,1.86,NA,2013,1.86,NA
6527,P. serotina,32,S,11.5,1.3,NA,NA,0.54,NA,2013,0.54,NA
6525,P. serotina,32,N,13,2.7,NA,NA,1.12,NA,2013,1.12,NA
6326,P. grandidentata,32,S,16,1.4,NA,NA,NA,NA,2013,NA,NA
6726,U. americana,32,S,18.5,1.1,NA,NA,0.64,NA,2013,0.64,NA
6126,B. populifolia,32,S,37,2.7,NA,NA,NA,NA,2013,NA,NA
6725,U. americana,32,N,38.5,3.8,NA,NA,5.12,NA,2013,5.12,NA
6727,U. americana,32,S,42.5,3.7,NA,NA,2.65,NA,2013,2.65,NA
6724,U. americana,32,N,50.5,4.1,NA,NA,7.87,NA,2013,7.87,0.21
6124,B. populifolia,32,N,140.5,17.3,NA,NA,232.36,NA,2013,232.36,86.04
6125,B. populifolia,32,N,151,11.8,NA,NA,110.05,NA,2013,110.05,46.25
6127,B. populifolia,32,S,160.5,18.1,NA,NA,216.53,NA,2013,216.53,104.08
6325,P. grandidentata,32,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6372,P. grandidentata,32,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6526,P. serotina,32,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6327,P. grandidentata,32,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6731,U. americana,33,S,23,1.5,NA,NA,0.64,NA,2013,0.64,NA
6530,P. serotina,33,S,34.5,1.7,NA,NA,NA,NA,2013,NA,NA
6528,P. serotina,33,N,37.5,2.8,NA,NA,1.3,NA,2013,1.3,0.04
6129,B. populifolia,33,N,42,3.5,NA,NA,1.49,NA,2013,1.49,NA
6529,P. serotina,33,N,43,3.7,NA,NA,7.02,NA,2013,7.02,NA
6729,U. americana,33,N,45,5.2,NA,NA,3.57,NA,2013,3.57,0.37
6728,U. americana,33,N,77,7.3,NA,NA,12.55,NA,2013,12.55,0.78
6730,U. americana,33,S,82,6.8,NA,NA,12.47,NA,2013,12.47,NA
6329,P. grandidentata,33,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6128,B. populifolia,33,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6328,P. grandidentata,33,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6331,P. grandidentata,33,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6531,P. serotina,33,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6330,P. grandidentata,33,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6131,B. populifolia,33,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6130,B. populifolia,33,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6734,U. americana,34,S,3,NA,NA,NA,NA,NA,2013,NA,NA
6732,U. americana,34,N,11,0.5,NA,NA,0.25,NA,2013,0.25,NA
6535,P. serotina,34,S,25.5,1.5,NA,NA,0.38,NA,2013,0.38,NA
6733,U. americana,34,N,28,1.8,NA,NA,0.93,NA,2013,0.93,NA
6735,U. americana,34,S,31.5,2.9,NA,NA,0.77,NA,2013,0.77,NA
6532,P. serotina,34,N,36,2,NA,NA,0.23,NA,2013,0.23,NA
6134,B. populifolia,34,S,37.5,3.9,NA,NA,2.73,NA,2013,2.73,0.32
6135,B. populifolia,34,S,47.5,4.8,NA,NA,3.36,NA,2013,3.36,NA
6133,B. populifolia,34,N,50,4,NA,NA,2.29,NA,2013,2.29,0.42
6334,P. grandidentata,34,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6333,P. grandidentata,34,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6132,B. populifolia,34,N,NA,NA,NA,NA,0.52,NA,2013,0.52,NA
6533,P. serotina,34,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6332,P. grandidentata,34,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6335,P. grandidentata,34,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6534,P. serotina,34,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6739,U. americana,35,S,3.5,NA,NA,NA,0.67,NA,2013,0.67,NA
6538,P. serotina,35,S,21,1.6,NA,NA,0.14,NA,2013,0.14,NA
6139,B. populifolia,35,S,25,2.6,NA,NA,2.87,NA,2013,2.87,NA
6536,P. serotina,35,N,28.5,1.7,NA,NA,NA,NA,2013,NA,NA
6738,U. americana,35,S,29,4.2,NA,NA,2.19,NA,2013,2.19,0.24
6136,B. populifolia,35,N,41,3.1,NA,NA,32.98,NA,2013,32.98,5.75
6736,U. americana,35,N,42.5,4.4,NA,NA,0.86,NA,2013,0.86,NA
6737,U. americana,35,N,50,4.9,NA,NA,4.93,NA,2013,4.93,NA
6537,P. serotina,35,N,50,1.7,NA,NA,0.65,NA,2013,0.65,NA
6137,B. populifolia,35,N,53.5,4.4,NA,NA,3.18,NA,2013,3.18,0.29
6138,B. populifolia,35,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6539,P. serotina,35,S,NA,NA,NA,NA,0.51,NA,2013,0.51,NA
6337,P. grandidentata,35,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6336,P. grandidentata,35,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6338,P. grandidentata,35,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6339,P. grandidentata,35,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6741,U. americana,36,N,2,NA,NA,NA,NA,NA,2013,NA,NA
6743,U. americana,36,S,5,NA,NA,NA,NA,NA,2013,NA,NA
6140,B. populifolia,36,N,22,1.7,NA,NA,0.67,NA,2013,0.67,NA
6340,P. grandidentata,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6540,P. serotina,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6541,P. serotina,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6141,B. populifolia,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6740,U. americana,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6341,P. grandidentata,36,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6342,P. grandidentata,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6142,B. populifolia,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6742,U. americana,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6343,P. grandidentata,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6543,P. serotina,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6542,P. serotina,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6143,B. populifolia,36,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6344,P. grandidentata,40,N,5,NA,NA,NA,NA,NA,2013,NA,NA
6346,P. grandidentata,40,S,9,1.6,NA,NA,NA,NA,2013,NA,NA
6347,P. grandidentata,40,S,17.5,1.4,NA,NA,NA,NA,2013,NA,NA
6544,P. serotina,40,N,19,1.5,NA,NA,4.23,NA,2013,4.23,NA
6144,B. populifolia,40,N,19,1.2,NA,NA,0.39,NA,2013,0.39,NA
6745,U. americana,40,N,22,3,NA,NA,NA,NA,2013,NA,NA
6545,P. serotina,40,N,27.5,2.6,NA,NA,1.81,NA,2013,1.81,NA
6746,U. americana,40,S,32,2.4,NA,NA,0.43,NA,2013,0.43,NA
6744,U. americana,40,N,35,2.6,NA,NA,NA,NA,2013,NA,NA
6145,B. populifolia,40,N,86,7.1,NA,NA,19.44,NA,2013,19.44,NA
6146,B. populifolia,40,S,117.5,13.2,NA,NA,94.15,NA,2013,94.15,49.14
6345,P. grandidentata,40,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6546,P. serotina,40,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6547,P. serotina,40,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6147,B. populifolia,40,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6747,U. americana,40,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6550,P. serotina,41,S,1.5,NA,NA,NA,NA,NA,2013,NA,NA
6551,P. serotina,41,S,9,1.9,NA,NA,NA,NA,2013,NA,NA
6349,P. grandidentata,41,N,17.5,1.4,NA,NA,NA,NA,2013,NA,NA
6549,P. serotina,41,N,39,3.6,NA,NA,NA,NA,2013,NA,NA
6751,U. americana,41,S,43,2.9,NA,NA,1.4956,NA,2013,1.4956,NA
6749,U. americana,41,N,45,3.2,NA,NA,2.87,NA,2013,2.87,NA
6748,U. americana,41,N,45.5,4.2,NA,NA,NA,NA,2013,NA,NA
6750,U. americana,41,S,50,3.9,NA,NA,2.05,NA,2013,2.05,NA
6150,B. populifolia,41,S,81.5,10.6,NA,NA,59.05,NA,2013,59.05,12.26
6151,B. populifolia,41,S,135.5,15.3,NA,NA,143.4,NA,2013,143.4,118.06
6348,P. grandidentata,41,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6548,P. serotina,41,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6148,B. populifolia,41,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6149,B. populifolia,41,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6351,P. grandidentata,41,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6350,P. grandidentata,41,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6553,P. serotina,42,N,7,NA,NA,NA,0.44,NA,2013,0.44,NA
6754,U. americana,42,S,20.5,1.3,NA,NA,NA,NA,2013,NA,NA
6162,B. populifolia,42,S,23,2.5,NA,NA,NA,NA,2013,NA,NA
6753,U. americana,42,N,33,2.9,NA,NA,1.78,NA,2013,1.78,NA
6752,U. americana,42,N,36,2.7,NA,NA,2.17,NA,2013,2.17,NA
6755,U. americana,42,S,46,4.6,NA,NA,8.16,NA,2013,8.16,NA
6152,B. populifolia,42,N,50.5,5.6,NA,NA,37.56,NA,2013,37.56,3.45
6552,P. serotina,42,N,54,6.5,NA,NA,0.6012,NA,2013,0.6012,NA
6154,B. populifolia,42,S,81,11.1,NA,NA,61.4,NA,2013,61.4,17.31
6555,P. serotina,42,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6153,B. populifolia,42,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6352,P. grandidentata,42,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6353,P. grandidentata,42,N,NA,NA,NA,NA,NA,NA,2013,NA,NA
6355,P. grandidentata,42,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6354,P. grandidentata,42,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
6554,P. serotina,42,S,NA,NA,NA,NA,NA,NA,2013,NA,NA
